HealthBoard,FinancialYear,Category breakdown,MetricType,Value
Powys Teaching,2014-15,open_access,Expenditure,1061.509
Powys Teaching,2014-15,continuing_care,Expenditure,6404.886
Powys Teaching,2014-15,other_phw_functions,Expenditure,3153.0
Powys Teaching,2014-15,other_expenditure,Expenditure,15630.771
Powys Teaching,2015-16,total,Expenditure,275704.7685
Powys Teaching,2015-16,infectious_diseases_total,Expenditure,2899.026282
Powys Teaching,2015-16,cancers_tumours_total,Expenditure,21258.30213
Powys Teaching,2015-16,blood_disorders_total,Expenditure,2834.494798
Powys Teaching,2015-16,endocrine_nutritional_metabolic_problems_total,Expenditure,10831.93246
Powys Teaching,2015-16,diabetes,Expenditure,5131.587516
Powys Teaching,2015-16,other_endocrine_nutritional_and_metabolic_problems,Expenditure,6980.205935
Powys Teaching,2015-16,mental_health_problems_total,Expenditure,34326.07097
Powys Teaching,2015-16,general_mental_illness,Expenditure,11696.57241
Powys Teaching,2015-16,elderly_mental_illness,Expenditure,10835.36409
Powys Teaching,2015-16,child_adolescent_mental_health_services,Expenditure,3974.58914
Powys Teaching,2015-16,other_mental_health_problems,Expenditure,7819.54534
Powys Teaching,2015-16,learning_disability_problems_total,Expenditure,2856.562931
Powys Teaching,2015-16,neurological_system_problems_total,Expenditure,15537.08105
Powys Teaching,2015-16,eyevision_problems_total,Expenditure,5119.918108
Powys Teaching,2015-16,hearing_problems_total,Expenditure,1576.860126
Powys Teaching,2015-16,circulation_problems_total,Expenditure,27231.1538
Powys Teaching,2015-16,coronary_heart_disease,Expenditure,4826.054054
Powys Teaching,2015-16,cerebrovascular_disease,Expenditure,8398.301812
Powys Teaching,2015-16,other_problems_of_circulation,Expenditure,14006.79794
Powys Teaching,2015-16,respiratory_problems_total,Expenditure,19697.58237
Powys Teaching,2015-16,dental_problems_total,Expenditure,8542.508165
Powys Teaching,2015-16,gastro_intestinal_problems_total,Expenditure,17196.49287
Powys Teaching,2015-16,skin_problems_total,Expenditure,4721.644641
Powys Teaching,2015-16,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,13247.85886
Powys Teaching,2015-16,trauma_injuries_inc_burns_total,Expenditure,22586.96672
Powys Teaching,2015-16,genito_urinary_system_disorders_exc_infertility_total,Expenditure,17046.12765
Powys Teaching,2015-16,genital_tract_problems,Expenditure,2131.951934
Powys Teaching,2015-16,renal_problems,Expenditure,6831.793338
Powys Teaching,2015-16,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2015-16,sexually_transmitted_infections,Expenditure,30.535653
Powys Teaching,2015-16,other_problems_of_the_genito_urinary_system,Expenditure,8051.846722
Powys Teaching,2015-16,maternity_reproductive_health_total,Expenditure,7334.706866
Powys Teaching,2015-16,neonates_total,Expenditure,841.230233
Powys Teaching,2015-16,poisoning_total,Expenditure,2689.015845
Powys Teaching,2015-16,healthy_individuals_includes_screening_total,Expenditure,4498.039063
Powys Teaching,2015-16,social_care_needs_total,Expenditure,967.148701
Powys Teaching,2015-16,other_total,Expenditure,31864.04389
Powys Teaching,2015-16,general_medical_services,Expenditure,12281.71761
Powys Teaching,2015-16,open_access,Expenditure,1003.700614
Powys Teaching,2015-16,continuing_care,Expenditure,5851.771156
Powys Teaching,2015-16,other_phw_functions,Expenditure,3294.0
Powys Teaching,2015-16,other_expenditure,Expenditure,9432.854516
Powys Teaching,2016-17,total,Expenditure,285175.7151
Powys Teaching,2016-17,infectious_diseases_total,Expenditure,3493.294536
Powys Teaching,2016-17,cancers_tumours_total,Expenditure,18708.61509
Powys Teaching,2016-17,blood_disorders_total,Expenditure,2197.943809
Powys Teaching,2016-17,endocrine_nutritional_metabolic_problems_total,Expenditure,11305.03858
Powys Teaching,2016-17,diabetes,Expenditure,5372.886474
Powys Teaching,2016-17,other_endocrine_nutritional_and_metabolic_problems,Expenditure,5932.152107
Powys Teaching,2016-17,mental_health_problems_total,Expenditure,38299.20476
Powys Teaching,2016-17,general_mental_illness,Expenditure,11895.21036
Powys Teaching,2016-17,elderly_mental_illness,Expenditure,12661.92719
Powys Teaching,2016-17,child_adolescent_mental_health_services,Expenditure,2537.291849
Powys Teaching,2016-17,other_mental_health_problems,Expenditure,11204.77536
Powys Teaching,2016-17,learning_disability_problems_total,Expenditure,1456.569851
Powys Teaching,2016-17,neurological_system_problems_total,Expenditure,14853.13993
Powys Teaching,2016-17,eyevision_problems_total,Expenditure,4504.166074
Powys Teaching,2016-17,hearing_problems_total,Expenditure,1505.185647
Powys Teaching,2016-17,circulation_problems_total,Expenditure,29908.65301
Powys Teaching,2016-17,coronary_heart_disease,Expenditure,5969.77503
Powys Teaching,2016-17,cerebrovascular_disease,Expenditure,7632.508667
Powys Teaching,2016-17,other_problems_of_circulation,Expenditure,16306.36932
Powys Teaching,2016-17,respiratory_problems_total,Expenditure,22922.87381
Powys Teaching,2016-17,dental_problems_total,Expenditure,6863.480892
Powys Teaching,2016-17,gastro_intestinal_problems_total,Expenditure,16053.47473
Powys Teaching,2016-17,skin_problems_total,Expenditure,5939.805811
Powys Teaching,2016-17,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,13920.09387
Powys Teaching,2016-17,trauma_injuries_inc_burns_total,Expenditure,27932.41605
Powys Teaching,2016-17,genito_urinary_system_disorders_exc_infertility_total,Expenditure,15102.37551
Powys Teaching,2016-17,genital_tract_problems,Expenditure,1758.440106
Powys Teaching,2016-17,renal_problems,Expenditure,5001.878035
Powys Teaching,2016-17,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2016-17,sexually_transmitted_infections,Expenditure,2.914072
Powys Teaching,2016-17,other_problems_of_the_genito_urinary_system,Expenditure,8339.143296
Powys Teaching,2016-17,maternity_reproductive_health_total,Expenditure,7057.471302
Powys Teaching,2016-17,neonates_total,Expenditure,925.299317
Powys Teaching,2016-17,poisoning_total,Expenditure,3119.17959
Powys Teaching,2016-17,healthy_individuals_includes_screening_total,Expenditure,3251.536906
Powys Teaching,2016-17,social_care_needs_total,Expenditure,1042.589863
Powys Teaching,2016-17,other_total,Expenditure,34813.30617
Powys Teaching,2016-17,general_medical_services,Expenditure,14092.86818
Powys Teaching,2016-17,open_access,Expenditure,992.712422
Powys Teaching,2016-17,continuing_care,Expenditure,6494.803924
Powys Teaching,2016-17,other_phw_functions,Expenditure,2660.093383
Powys Teaching,2016-17,other_expenditure,Expenditure,10572.82826
Powys Teaching,2017-18,total,Expenditure,293286.5687
Powys Teaching,2017-18,infectious_diseases_total,Expenditure,6153.407535
Powys Teaching,2017-18,cancers_tumours_total,Expenditure,18965.7205
Powys Teaching,2017-18,blood_disorders_total,Expenditure,1842.78139
Powys Teaching,2017-18,endocrine_nutritional_metabolic_problems_total,Expenditure,10716.15084
Powys Teaching,2017-18,diabetes,Expenditure,5119.296167
Powys Teaching,2017-18,other_endocrine_nutritional_and_metabolic_problems,Expenditure,5596.854671
Powys Teaching,2017-18,mental_health_problems_total,Expenditure,42485.05284
Powys Teaching,2017-18,general_mental_illness,Expenditure,7071.793151
Powys Teaching,2017-18,elderly_mental_illness,Expenditure,11298.05922
Powys Teaching,2017-18,child_adolescent_mental_health_services,Expenditure,1090.988532
Powys Teaching,2017-18,other_mental_health_problems,Expenditure,23024.21194
Powys Teaching,2017-18,learning_disability_problems_total,Expenditure,2087.191521
Powys Teaching,2017-18,neurological_system_problems_total,Expenditure,16185.89557
Powys Teaching,2017-18,eyevision_problems_total,Expenditure,5167.395941
Powys Teaching,2017-18,hearing_problems_total,Expenditure,1429.060948
Powys Teaching,2017-18,circulation_problems_total,Expenditure,28113.83724
Powys Teaching,2017-18,coronary_heart_disease,Expenditure,5280.520881
Powys Teaching,2017-18,cerebrovascular_disease,Expenditure,7650.303755
Powys Teaching,2017-18,other_problems_of_circulation,Expenditure,15183.0126
Powys Teaching,2017-18,respiratory_problems_total,Expenditure,22678.9126
Powys Teaching,2017-18,dental_problems_total,Expenditure,7682.45674
Powys Teaching,2017-18,gastro_intestinal_problems_total,Expenditure,14679.99535
Powys Teaching,2017-18,skin_problems_total,Expenditure,4929.127595
Powys Teaching,2017-18,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,12177.28708
Powys Teaching,2017-18,trauma_injuries_inc_burns_total,Expenditure,27619.91479
Powys Teaching,2017-18,genito_urinary_system_disorders_exc_infertility_total,Expenditure,13939.8754
Powys Teaching,2017-18,genital_tract_problems,Expenditure,1907.159052
Powys Teaching,2017-18,renal_problems,Expenditure,4744.696045
Powys Teaching,2017-18,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2017-18,sexually_transmitted_infections,Expenditure,5.770846
Powys Teaching,2017-18,other_problems_of_the_genito_urinary_system,Expenditure,7282.249453
Powys Teaching,2017-18,maternity_reproductive_health_total,Expenditure,7721.322842
Powys Teaching,2017-18,neonates_total,Expenditure,1265.734376
Powys Teaching,2017-18,poisoning_total,Expenditure,3003.037931
Powys Teaching,2017-18,healthy_individuals_includes_screening_total,Expenditure,2841.729455
Powys Teaching,2017-18,social_care_needs_total,Expenditure,1095.006448
Powys Teaching,2017-18,other_total,Expenditure,40505.6738
Powys Teaching,2017-18,general_medical_services,Expenditure,15841.21716
Powys Teaching,2017-18,open_access,Expenditure,0.323071
Powys Teaching,2017-18,continuing_care,Expenditure,6196.508495
Powys Teaching,2017-18,other_phw_functions,Expenditure,2921.178325
Powys Teaching,2017-18,other_expenditure,Expenditure,15546.44676
Powys Teaching,2018-19,total,Expenditure,303650.0213
Powys Teaching,2018-19,infectious_diseases_total,Expenditure,4620.32797
Powys Teaching,2018-19,cancers_tumours_total,Expenditure,23133.90488
Powys Teaching,2018-19,blood_disorders_total,Expenditure,2311.034393
Powys Teaching,2018-19,endocrine_nutritional_metabolic_problems_total,Expenditure,11508.76026
Powys Teaching,2018-19,diabetes,Expenditure,5315.201805
Powys Teaching,2018-19,other_endocrine_nutritional_and_metabolic_problems,Expenditure,6193.558455
Powys Teaching,2018-19,mental_health_problems_total,Expenditure,41230.34437
Powys Teaching,2018-19,general_mental_illness,Expenditure,5864.976588
Powys Teaching,2018-19,elderly_mental_illness,Expenditure,10938.38131
Powys Teaching,2018-19,child_adolescent_mental_health_services,Expenditure,2451.363437
Powys Teaching,2018-19,other_mental_health_problems,Expenditure,21975.62303
Powys Teaching,2018-19,learning_disability_problems_total,Expenditure,2116.346402
Powys Teaching,2018-19,neurological_system_problems_total,Expenditure,14089.36269
Powys Teaching,2018-19,eyevision_problems_total,Expenditure,5152.80164
Powys Teaching,2018-19,hearing_problems_total,Expenditure,1396.487923
Powys Teaching,2018-19,circulation_problems_total,Expenditure,30031.23005
Powys Teaching,2018-19,coronary_heart_disease,Expenditure,4767.77538
Powys Teaching,2018-19,cerebrovascular_disease,Expenditure,8103.146284
Powys Teaching,2018-19,other_problems_of_circulation,Expenditure,17160.30838
Powys Teaching,2018-19,respiratory_problems_total,Expenditure,21719.84938
Powys Teaching,2018-19,dental_problems_total,Expenditure,8895.917501
Powys Teaching,2018-19,gastro_intestinal_problems_total,Expenditure,17496.3578
Powys Teaching,2018-19,skin_problems_total,Expenditure,6225.956425
Powys Teaching,2018-19,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,13727.53558
Powys Teaching,2018-19,trauma_injuries_inc_burns_total,Expenditure,26555.69779
Powys Teaching,2018-19,genito_urinary_system_disorders_exc_infertility_total,Expenditure,14136.83714
Powys Teaching,2018-19,genital_tract_problems,Expenditure,1871.769237
Powys Teaching,2018-19,renal_problems,Expenditure,4743.652694
Powys Teaching,2018-19,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2018-19,sexually_transmitted_infections,Expenditure,6.086081
Powys Teaching,2018-19,other_problems_of_the_genito_urinary_system,Expenditure,7515.329123
Powys Teaching,2018-19,maternity_reproductive_health_total,Expenditure,7412.295482
Powys Teaching,2018-19,neonates_total,Expenditure,1116.818545
Powys Teaching,2018-19,poisoning_total,Expenditure,3042.353991
Powys Teaching,2018-19,healthy_individuals_includes_screening_total,Expenditure,2966.677672
Powys Teaching,2018-19,social_care_needs_total,Expenditure,1265.525922
Powys Teaching,2018-19,other_total,Expenditure,43497.59753
Powys Teaching,2018-19,general_medical_services,Expenditure,16864.34132
Powys Teaching,2018-19,open_access,Expenditure,1.482514
Powys Teaching,2018-19,continuing_care,Expenditure,4179.163618
Powys Teaching,2018-19,other_phw_functions,Expenditure,3155.177984
Powys Teaching,2018-19,other_expenditure,Expenditure,19297.43209
Powys Teaching,2019-20,total,Expenditure,323676.668
Powys Teaching,2019-20,infectious_diseases_total,Expenditure,3627.739317
Powys Teaching,2019-20,cancers_tumours_total,Expenditure,22675.13377
Powys Teaching,2019-20,blood_disorders_total,Expenditure,2483.264055
Powys Teaching,2019-20,endocrine_nutritional_metabolic_problems_total,Expenditure,11827.90644
Powys Teaching,2019-20,diabetes,Expenditure,5725.612152
Powys Teaching,2019-20,other_endocrine_nutritional_and_metabolic_problems,Expenditure,6102.294286
Powys Teaching,2019-20,mental_health_problems_total,Expenditure,40775.29604
Powys Teaching,2019-20,general_mental_illness,Expenditure,10277.82944
Powys Teaching,2019-20,elderly_mental_illness,Expenditure,14115.41669
Powys Teaching,2019-20,child_adolescent_mental_health_services,Expenditure,3647.758705
Powys Teaching,2019-20,other_mental_health_problems,Expenditure,12734.2912
Powys Teaching,2019-20,learning_disability_problems_total,Expenditure,1256.087461
Powys Teaching,2019-20,neurological_system_problems_total,Expenditure,16677.5539
Powys Teaching,2019-20,eyevision_problems_total,Expenditure,6679.418967
Powys Teaching,2019-20,hearing_problems_total,Expenditure,2014.583453
Powys Teaching,2019-20,circulation_problems_total,Expenditure,32367.94047
Powys Teaching,2019-20,coronary_heart_disease,Expenditure,5524.003998
Powys Teaching,2019-20,cerebrovascular_disease,Expenditure,8399.373304
Powys Teaching,2019-20,other_problems_of_circulation,Expenditure,18444.56317
Powys Teaching,2019-20,respiratory_problems_total,Expenditure,20678.75103
Powys Teaching,2019-20,dental_problems_total,Expenditure,9283.774926
Powys Teaching,2019-20,gastro_intestinal_problems_total,Expenditure,18837.21287
Powys Teaching,2019-20,skin_problems_total,Expenditure,4857.819054
Powys Teaching,2019-20,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,22637.84877
Powys Teaching,2019-20,trauma_injuries_inc_burns_total,Expenditure,29912.59934
Powys Teaching,2019-20,genito_urinary_system_disorders_exc_infertility_total,Expenditure,13457.11351
Powys Teaching,2019-20,genital_tract_problems,Expenditure,2868.43799
Powys Teaching,2019-20,renal_problems,Expenditure,3792.801562
Powys Teaching,2019-20,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2019-20,sexually_transmitted_infections,Expenditure,25.814273
Powys Teaching,2019-20,other_problems_of_the_genito_urinary_system,Expenditure,6770.059688
Powys Teaching,2019-20,maternity_reproductive_health_total,Expenditure,7922.915696
Powys Teaching,2019-20,neonates_total,Expenditure,1129.264902
Powys Teaching,2019-20,poisoning_total,Expenditure,3291.013964
Powys Teaching,2019-20,healthy_individuals_includes_screening_total,Expenditure,3453.857098
Powys Teaching,2019-20,social_care_needs_total,Expenditure,1036.974013
Powys Teaching,2019-20,other_total,Expenditure,46792.59898
Powys Teaching,2019-20,general_medical_services,Expenditure,16963.23333
Powys Teaching,2019-20,open_access,Expenditure,7.941217
Powys Teaching,2019-20,continuing_care,Expenditure,4405.792063
Powys Teaching,2019-20,other_phw_functions,Expenditure,3517.347933
Powys Teaching,2019-20,other_expenditure,Expenditure,21898.28444
Powys Teaching,2020-21,total,Expenditure,363070.4367
Powys Teaching,2020-21,infectious_diseases_total,Expenditure,20327.12899
Powys Teaching,2020-21,cancers_tumours_total,Expenditure,22291.40814
Powys Teaching,2020-21,blood_disorders_total,Expenditure,2801.5945
Powys Teaching,2020-21,endocrine_nutritional_metabolic_problems_total,Expenditure,13091.88033
Powys Teaching,2020-21,diabetes,Expenditure,5484.167616
Powys Teaching,2020-21,other_endocrine_nutritional_and_metabolic_problems,Expenditure,7607.712715
Powys Teaching,2020-21,mental_health_problems_total,Expenditure,54526.2836
Powys Teaching,2020-21,general_mental_illness,Expenditure,12545.7732
Powys Teaching,2020-21,elderly_mental_illness,Expenditure,17715.8392
Powys Teaching,2020-21,child_adolescent_mental_health_services,Expenditure,3797.00766
Powys Teaching,2020-21,other_mental_health_problems,Expenditure,20467.66353
Powys Teaching,2020-21,learning_disability_problems_total,Expenditure,3002.062985
Powys Teaching,2020-21,neurological_system_problems_total,Expenditure,16343.41071
Powys Teaching,2020-21,eyevision_problems_total,Expenditure,6232.500199
Powys Teaching,2020-21,hearing_problems_total,Expenditure,1153.364519
Powys Teaching,2020-21,circulation_problems_total,Expenditure,41761.95754
Powys Teaching,2020-21,coronary_heart_disease,Expenditure,6020.87402
Powys Teaching,2020-21,cerebrovascular_disease,Expenditure,13719.51577
Powys Teaching,2020-21,other_problems_of_circulation,Expenditure,22021.56774
Powys Teaching,2020-21,respiratory_problems_total,Expenditure,19882.54103
Powys Teaching,2020-21,dental_problems_total,Expenditure,10684.94432
Powys Teaching,2020-21,gastro_intestinal_problems_total,Expenditure,19809.51539
Powys Teaching,2020-21,skin_problems_total,Expenditure,6076.862596
Powys Teaching,2020-21,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,9699.909164
Powys Teaching,2020-21,trauma_injuries_inc_burns_total,Expenditure,34299.13835
Powys Teaching,2020-21,genito_urinary_system_disorders_exc_infertility_total,Expenditure,14744.03871
Powys Teaching,2020-21,genital_tract_problems,Expenditure,914.243756
Powys Teaching,2020-21,renal_problems,Expenditure,4793.833628
Powys Teaching,2020-21,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2020-21,sexually_transmitted_infections,Expenditure,0.211979
Powys Teaching,2020-21,other_problems_of_the_genito_urinary_system,Expenditure,9035.749349
Powys Teaching,2020-21,maternity_reproductive_health_total,Expenditure,9445.632417
Powys Teaching,2020-21,neonates_total,Expenditure,1783.988037
Powys Teaching,2020-21,poisoning_total,Expenditure,3422.949093
Powys Teaching,2020-21,healthy_individuals_includes_screening_total,Expenditure,4886.946164
Powys Teaching,2020-21,social_care_needs_total,Expenditure,1013.584586
Powys Teaching,2020-21,other_total,Expenditure,45788.79532
Powys Teaching,2020-21,general_medical_services,Expenditure,17059.84627
Powys Teaching,2020-21,open_access,Expenditure,137.14336
Powys Teaching,2020-21,continuing_care,Expenditure,6174.859575
Powys Teaching,2020-21,other_phw_functions,Expenditure,3116.474592
Powys Teaching,2020-21,other_expenditure,Expenditure,19300.47152
Powys Teaching,2021-22,total,Expenditure,391114.998
Powys Teaching,2021-22,infectious_diseases_total,Expenditure,17147.76873
Powys Teaching,2021-22,cancers_tumours_total,Expenditure,24284.92177
Powys Teaching,2021-22,blood_disorders_total,Expenditure,3087.346551
Powys Teaching,2021-22,endocrine_nutritional_metabolic_problems_total,Expenditure,14405.96242
Powys Teaching,2021-22,diabetes,Expenditure,6636.804836
Powys Teaching,2021-22,other_endocrine_nutritional_and_metabolic_problems,Expenditure,7769.157588
Powys Teaching,2021-22,mental_health_problems_total,Expenditure,58195.54928
Powys Teaching,2021-22,general_mental_illness,Expenditure,13579.9595
Powys Teaching,2021-22,elderly_mental_illness,Expenditure,19449.368
Powys Teaching,2021-22,child_adolescent_mental_health_services,Expenditure,4655.646558
Powys Teaching,2021-22,other_mental_health_problems,Expenditure,20510.57523
Powys Teaching,2021-22,learning_disability_problems_total,Expenditure,4991.646621
Powys Teaching,2021-22,neurological_system_problems_total,Expenditure,16782.78678
Powys Teaching,2021-22,eyevision_problems_total,Expenditure,7425.134697
Powys Teaching,2021-22,hearing_problems_total,Expenditure,1843.433436
Powys Teaching,2021-22,circulation_problems_total,Expenditure,33541.26499
Powys Teaching,2021-22,coronary_heart_disease,Expenditure,5502.413379
Powys Teaching,2021-22,cerebrovascular_disease,Expenditure,8208.29301
Powys Teaching,2021-22,other_problems_of_circulation,Expenditure,19830.5586
Powys Teaching,2021-22,respiratory_problems_total,Expenditure,20220.1133
Powys Teaching,2021-22,dental_problems_total,Expenditure,10759.82676
Powys Teaching,2021-22,gastro_intestinal_problems_total,Expenditure,21587.94412
Powys Teaching,2021-22,skin_problems_total,Expenditure,5725.274267
Powys Teaching,2021-22,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,23637.82399
Powys Teaching,2021-22,trauma_injuries_inc_burns_total,Expenditure,33446.77998
Powys Teaching,2021-22,genito_urinary_system_disorders_exc_infertility_total,Expenditure,13334.95825
Powys Teaching,2021-22,genital_tract_problems,Expenditure,3006.890458
Powys Teaching,2021-22,renal_problems,Expenditure,4534.491375
Powys Teaching,2021-22,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2021-22,sexually_transmitted_infections,Expenditure,13.408788
Powys Teaching,2021-22,other_problems_of_the_genito_urinary_system,Expenditure,5780.167627
Powys Teaching,2021-22,maternity_reproductive_health_total,Expenditure,9183.145276
Powys Teaching,2021-22,neonates_total,Expenditure,1776.213284
Powys Teaching,2021-22,poisoning_total,Expenditure,3900.211742
Powys Teaching,2021-22,healthy_individuals_includes_screening_total,Expenditure,11570.03256
Powys Teaching,2021-22,social_care_needs_total,Expenditure,1159.440391
Powys Teaching,2021-22,other_total,Expenditure,53107.41877
Powys Teaching,2021-22,general_medical_services,Expenditure,19462.63373
Powys Teaching,2021-22,open_access,Expenditure,327.26653
Powys Teaching,2021-22,continuing_care,Expenditure,6512.762431
Powys Teaching,2021-22,other_phw_functions,Expenditure,4531.477243
Powys Teaching,2021-22,other_expenditure,Expenditure,22273.27883
Powys Teaching,2022-23,total,Expenditure,403440.3834
Powys Teaching,2022-23,infectious_diseases_total,Expenditure,13259.50668
Powys Teaching,2022-23,cancers_tumours_total,Expenditure,28873.0118
Powys Teaching,2022-23,blood_disorders_total,Expenditure,3154.716466
Powys Teaching,2022-23,endocrine_nutritional_metabolic_problems_total,Expenditure,16819.0665
Powys Teaching,2022-23,diabetes,Expenditure,7015.297563
Powys Teaching,2022-23,other_endocrine_nutritional_and_metabolic_problems,Expenditure,9803.768935
Powys Teaching,2022-23,mental_health_problems_total,Expenditure,57057.63728
Powys Teaching,2022-23,general_mental_illness,Expenditure,20116.70181
Powys Teaching,2022-23,elderly_mental_illness,Expenditure,14098.99412
Powys Teaching,2022-23,child_adolescent_mental_health_services,Expenditure,4000.486337
Powys Teaching,2022-23,other_mental_health_problems,Expenditure,18841.45501
Powys Teaching,2022-23,learning_disability_problems_total,Expenditure,7903.700072
Powys Teaching,2022-23,neurological_system_problems_total,Expenditure,17092.12004
Powys Teaching,2022-23,eyevision_problems_total,Expenditure,7824.667545
Powys Teaching,2022-23,hearing_problems_total,Expenditure,1666.742094
Powys Teaching,2022-23,circulation_problems_total,Expenditure,38591.86852
Powys Teaching,2022-23,coronary_heart_disease,Expenditure,5958.347596
Powys Teaching,2022-23,cerebrovascular_disease,Expenditure,9955.197302
Powys Teaching,2022-23,other_problems_of_circulation,Expenditure,22678.32362
Powys Teaching,2022-23,respiratory_problems_total,Expenditure,24975.81487
Powys Teaching,2022-23,dental_problems_total,Expenditure,11578.01969
Powys Teaching,2022-23,gastro_intestinal_problems_total,Expenditure,22401.52984
Powys Teaching,2022-23,skin_problems_total,Expenditure,6768.597791
Powys Teaching,2022-23,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,15797.47084
Powys Teaching,2022-23,trauma_injuries_inc_burns_total,Expenditure,35391.26262
Powys Teaching,2022-23,genito_urinary_system_disorders_exc_infertility_total,Expenditure,15530.17488
Powys Teaching,2022-23,genital_tract_problems,Expenditure,2680.216035
Powys Teaching,2022-23,renal_problems,Expenditure,5865.553965
Powys Teaching,2022-23,chronic_renal_failure,Expenditure,0.0
Powys Teaching,2022-23,sexually_transmitted_infections,Expenditure,6.398407
Powys Teaching,2022-23,other_problems_of_the_genito_urinary_system,Expenditure,6978.006471
Powys Teaching,2022-23,maternity_reproductive_health_total,Expenditure,8200.741671
Powys Teaching,2022-23,neonates_total,Expenditure,1438.352413
Powys Teaching,2022-23,poisoning_total,Expenditure,3083.46473
Powys Teaching,2022-23,healthy_individuals_includes_screening_total,Expenditure,10233.73018
Powys Teaching,2022-23,social_care_needs_total,Expenditure,1195.291572
Powys Teaching,2022-23,other_total,Expenditure,54602.89528
Powys Teaching,2022-23,general_medical_services,Expenditure,19626.37677
Powys Teaching,2022-23,open_access,Expenditure,299.14931
Powys Teaching,2022-23,continuing_care,Expenditure,7374.597893
Powys Teaching,2022-23,other_phw_functions,Expenditure,5587.493888
Powys Teaching,2022-23,other_expenditure,Expenditure,21715.27742
Swansea Bay,2009-10,total,Expenditure,879521.079
Swansea Bay,2009-10,infectious_diseases_total,Expenditure,12915.40476
Swansea Bay,2009-10,cancers_tumours_total,Expenditure,60696.70643
Swansea Bay,2009-10,blood_disorders_total,Expenditure,7062.44736
Swansea Bay,2009-10,endocrine_nutritional_metabolic_problems_total,Expenditure,27980.51726
Swansea Bay,2009-10,diabetes,Expenditure,13895.65261
Swansea Bay,2009-10,other_endocrine_nutritional_and_metabolic_problems,Expenditure,14084.86466
Swansea Bay,2009-10,mental_health_problems_total,Expenditure,111269.0032
Swansea Bay,2009-10,general_mental_illness,Expenditure,49762.04586
Swansea Bay,2009-10,elderly_mental_illness,Expenditure,38155.42032
Swansea Bay,2009-10,child_adolescent_mental_health_services,Expenditure,6647.684244
Swansea Bay,2009-10,other_mental_health_problems,Expenditure,16703.85281
Swansea Bay,2009-10,learning_disability_problems_total,Expenditure,18401.21398
Swansea Bay,2009-10,neurological_system_problems_total,Expenditure,26384.01837
Swansea Bay,2009-10,eyevision_problems_total,Expenditure,20822.59134
Swansea Bay,2009-10,hearing_problems_total,Expenditure,4768.265595
Swansea Bay,2009-10,circulation_problems_total,Expenditure,73721.08994
Swansea Bay,2009-10,coronary_heart_disease,Expenditure,29037.42029
Swansea Bay,2009-10,cerebrovascular_disease,Expenditure,11684.50807
Swansea Bay,2009-10,other_problems_of_circulation,Expenditure,32999.89104
Swansea Bay,2009-10,respiratory_problems_total,Expenditure,56529.03801
Swansea Bay,2009-10,dental_problems_total,Expenditure,30396.46167
Swansea Bay,2009-10,gastro_intestinal_problems_total,Expenditure,50743.16672
Swansea Bay,2009-10,skin_problems_total,Expenditure,16629.73978
Swansea Bay,2009-10,musculo_skeletal_system_problems_exc_trauma_total,Expenditure,56196.37366
Swansea Bay,2009-10,trauma_injuries_inc_burns_total,Expenditure,61406.85487
Swansea Bay,2009-10,genito_urinary_system_disorders_exc_infertility_total,Expenditure,39383.05895
Swansea Bay,2009-10,genital_tract_problems,Expenditure,17313.03793
Swansea Bay,2009-10,renal_problems,Expenditure,2327.124001
Swansea Bay,2009-10,chronic_renal_failure,Expenditure,8213.737647
Swansea Bay,2009-10,sexually_transmitted_infections,Expenditure,0.0
Swansea Bay,2009-10,other_problems_of_the_genito_urinary_system,Expenditure,11529.15937
Swansea Bay,2009-10,maternity_reproductive_health_total,Expenditure,29173.25876
Swansea Bay,2009-10,neonates_total,Expenditure,7534.199871
Swansea Bay,2009-10,poisoning_total,Expenditure,9994.195234
Swansea Bay,2009-10,healthy_individuals_includes_screening_total,Expenditure,21876.61727
Swansea Bay,2009-10,social_care_needs_total,Expenditure,10309.03039
Swansea Bay,2009-10,other_total,Expenditure,125327.0961
Swansea Bay,2009-10,general_medical_services,Expenditure,61118.58559
Swansea Bay,2009-10,open_access,Expenditure,11226.37127
Swansea Bay,2009-10,continuing_care,Expenditure,25497.05884
Swansea Bay,2009-10,other_phw_functions,Expenditure,0.0
Swansea Bay,2009-10,other_expenditure,Expenditure,27485.08037
Swansea Bay,2010-11,total,Expenditure,904083.2798
Swansea Bay,2010-11,infectious_diseases_total,Expenditure,14008.46204
Swansea Bay,2010-11,cancers_tumours_total,Expenditure,56088.37623
