HealthBoard,FinancialYear,Category breakdown,MetricType,Value
Hywel Dda University,2014-15,total,PerHead,1927.955855
Hywel Dda University,2014-15,infectious_diseases_total,PerHead,27.762749
Hywel Dda University,2014-15,cancers_tumours_total,PerHead,143.224843
Hywel Dda University,2014-15,blood_disorders_total,PerHead,15.860631
Hywel Dda University,2014-15,endocrine_nutritional_metabolic_problems_total,PerHead,73.065644
Hywel Dda University,2014-15,diabetes,PerHead,35.339751
Hywel Dda University,2014-15,other_endocrine_nutritional_and_metabolic_problems,PerHead,37.725893
Hywel Dda University,2014-15,mental_health_problems_total,PerHead,201.848776
Hywel Dda University,2014-15,general_mental_illness,PerHead,103.784714
Hywel Dda University,2014-15,elderly_mental_illness,PerHead,55.590527
Hywel Dda University,2014-15,child_adolescent_mental_health_services,PerHead,11.867695
Hywel Dda University,2014-15,other_mental_health_problems,PerHead,30.60584
Hywel Dda University,2014-15,learning_disability_problems_total,PerHead,63.424324
Hywel Dda University,2014-15,neurological_system_problems_total,PerHead,94.141561
Hywel Dda University,2014-15,eyevision_problems_total,PerHead,46.612594
Hywel Dda University,2014-15,hearing_problems_total,PerHead,5.995977
Hywel Dda University,2014-15,circulation_problems_total,PerHead,149.256795
Hywel Dda University,2014-15,coronary_heart_disease_total,PerHead,38.197671
Hywel Dda University,2014-15,cerebrovascular_disease,PerHead,26.372739
Hywel Dda University,2014-15,other_problems_of_circulation,PerHead,84.686384
Hywel Dda University,2014-15,respiratory_problems_total,PerHead,117.60786
Hywel Dda University,2014-15,dental_problems_total,PerHead,48.825011
Hywel Dda University,2014-15,gastro_intestinal_problems_total,PerHead,120.418474
Hywel Dda University,2014-15,skin_problems_total,PerHead,48.777555
Hywel Dda University,2014-15,musculo_skeletal_system_problems_exc_trauma_total,PerHead,126.028058
Hywel Dda University,2014-15,trauma_injuries_inc_burns_total,PerHead,144.373282
Hywel Dda University,2014-15,genito_urinary_system_disorders_exc_infertility_total,PerHead,94.913476
Hywel Dda University,2014-15,genital_tract_problems_total,PerHead,21.35314
Hywel Dda University,2014-15,renal_problems,PerHead,30.954524
Hywel Dda University,2014-15,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2014-15,sexually_transmitted_infections,PerHead,4.013575
Hywel Dda University,2014-15,other_problems_of_the_genito_urinary_system,PerHead,38.592236
Hywel Dda University,2014-15,maternity_reproductive_health_total,PerHead,67.714831
Hywel Dda University,2014-15,neonates_total,PerHead,16.17364
Hywel Dda University,2014-15,poisoning_total,PerHead,24.283062
Hywel Dda University,2014-15,healthy_individuals_includes_screening_total,PerHead,35.311638
Hywel Dda University,2014-15,social_care_needs_total,PerHead,13.848623
Hywel Dda University,2014-15,other_total,PerHead,248.48645
Hywel Dda University,2014-15,general_medical_services,PerHead,123.211516
Hywel Dda University,2014-15,open_access,PerHead,34.117578
Hywel Dda University,2014-15,continuing_care,PerHead,36.994168
Hywel Dda University,2014-15,other_phw_functions,PerHead,23.764934
Hywel Dda University,2014-15,other_expenditure,PerHead,30.398254
Hywel Dda University,2015-16,total,PerHead,2035.853521
Hywel Dda University,2015-16,infectious_diseases_total,PerHead,30.992134
Hywel Dda University,2015-16,cancers_tumours_total,PerHead,161.140164
Hywel Dda University,2015-16,blood_disorders_total,PerHead,16.202722
Hywel Dda University,2015-16,endocrine_nutritional_metabolic_problems_total,PerHead,76.370491
Hywel Dda University,2015-16,diabetes,PerHead,39.383996
Hywel Dda University,2015-16,other_endocrine_nutritional_and_metabolic_problems,PerHead,45.963332
Hywel Dda University,2015-16,mental_health_problems_total,PerHead,200.922475
Hywel Dda University,2015-16,general_mental_illness,PerHead,109.127936
Hywel Dda University,2015-16,elderly_mental_illness,PerHead,51.953813
Hywel Dda University,2015-16,child_adolescent_mental_health_services,PerHead,12.184711
Hywel Dda University,2015-16,other_mental_health_problems,PerHead,27.656016
Hywel Dda University,2015-16,learning_disability_problems_total,PerHead,62.134672
Hywel Dda University,2015-16,neurological_system_problems_total,PerHead,95.872416
Hywel Dda University,2015-16,eyevision_problems_total,PerHead,49.521401
Hywel Dda University,2015-16,hearing_problems_total,PerHead,9.360357
Hywel Dda University,2015-16,circulation_problems_total,PerHead,162.651416
Hywel Dda University,2015-16,coronary_heart_disease_total,PerHead,42.045729
Hywel Dda University,2015-16,cerebrovascular_disease,PerHead,30.092455
Hywel Dda University,2015-16,other_problems_of_circulation,PerHead,90.513231
Hywel Dda University,2015-16,respiratory_problems_total,PerHead,122.99557
Hywel Dda University,2015-16,dental_problems_total,PerHead,45.691477
Hywel Dda University,2015-16,gastro_intestinal_problems_total,PerHead,124.198135
Hywel Dda University,2015-16,skin_problems_total,PerHead,49.895889
Hywel Dda University,2015-16,musculo_skeletal_system_problems_exc_trauma_total,PerHead,124.820063
Hywel Dda University,2015-16,trauma_injuries_inc_burns_total,PerHead,155.750531
Hywel Dda University,2015-16,genito_urinary_system_disorders_exc_infertility_total,PerHead,99.784482
Hywel Dda University,2015-16,genital_tract_problems_total,PerHead,24.113039
Hywel Dda University,2015-16,renal_problems,PerHead,32.169341
Hywel Dda University,2015-16,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2015-16,sexually_transmitted_infections,PerHead,3.944289
Hywel Dda University,2015-16,other_problems_of_the_genito_urinary_system,PerHead,39.557813
Hywel Dda University,2015-16,maternity_reproductive_health_total,PerHead,69.013819
Hywel Dda University,2015-16,neonates_total,PerHead,21.666356
Hywel Dda University,2015-16,poisoning_total,PerHead,25.997558
Hywel Dda University,2015-16,healthy_individuals_includes_screening_total,PerHead,34.251291
Hywel Dda University,2015-16,social_care_needs_total,PerHead,16.841262
Hywel Dda University,2015-16,other_total,PerHead,279.778838
Hywel Dda University,2015-16,general_medical_services,PerHead,130.480781
Hywel Dda University,2015-16,open_access,PerHead,31.985211
Hywel Dda University,2015-16,continuing_care,PerHead,56.931569
Hywel Dda University,2015-16,other_phw_functions,PerHead,24.879349
Hywel Dda University,2015-16,other_expenditure,PerHead,35.501928
Hywel Dda University,2016-17,total,PerHead,2152.064683
Hywel Dda University,2016-17,infectious_diseases_total,PerHead,29.198583
Hywel Dda University,2016-17,cancers_tumours_total,PerHead,168.365482
Hywel Dda University,2016-17,blood_disorders_total,PerHead,20.187886
Hywel Dda University,2016-17,endocrine_nutritional_metabolic_problems_total,PerHead,80.513348
Hywel Dda University,2016-17,diabetes,PerHead,41.507627
Hywel Dda University,2016-17,other_endocrine_nutritional_and_metabolic_problems,PerHead,39.005721
Hywel Dda University,2016-17,mental_health_problems_total,PerHead,210.994434
Hywel Dda University,2016-17,general_mental_illness,PerHead,103.90932
Hywel Dda University,2016-17,elderly_mental_illness,PerHead,61.786169
Hywel Dda University,2016-17,child_adolescent_mental_health_services,PerHead,16.992148
Hywel Dda University,2016-17,other_mental_health_problems,PerHead,28.306797
Hywel Dda University,2016-17,learning_disability_problems_total,PerHead,59.623606
Hywel Dda University,2016-17,neurological_system_problems_total,PerHead,109.706799
Hywel Dda University,2016-17,eyevision_problems_total,PerHead,57.449358
Hywel Dda University,2016-17,hearing_problems_total,PerHead,9.172591
Hywel Dda University,2016-17,circulation_problems_total,PerHead,164.953416
Hywel Dda University,2016-17,coronary_heart_disease_total,PerHead,41.377898
Hywel Dda University,2016-17,cerebrovascular_disease,PerHead,33.361845
Hywel Dda University,2016-17,other_problems_of_circulation,PerHead,90.213673
Hywel Dda University,2016-17,respiratory_problems_total,PerHead,131.95039
Hywel Dda University,2016-17,dental_problems_total,PerHead,50.686368
Hywel Dda University,2016-17,gastro_intestinal_problems_total,PerHead,125.705992
Hywel Dda University,2016-17,skin_problems_total,PerHead,53.744353
Hywel Dda University,2016-17,musculo_skeletal_system_problems_exc_trauma_total,PerHead,135.60604
Hywel Dda University,2016-17,trauma_injuries_inc_burns_total,PerHead,159.772066
Hywel Dda University,2016-17,genito_urinary_system_disorders_exc_infertility_total,PerHead,107.025505
Hywel Dda University,2016-17,genital_tract_problems_total,PerHead,24.876766
Hywel Dda University,2016-17,renal_problems,PerHead,34.43588
Hywel Dda University,2016-17,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2016-17,sexually_transmitted_infections,PerHead,3.488911
Hywel Dda University,2016-17,other_problems_of_the_genito_urinary_system,PerHead,44.223948
Hywel Dda University,2016-17,maternity_reproductive_health_total,PerHead,69.423098
Hywel Dda University,2016-17,neonates_total,PerHead,19.858039
Hywel Dda University,2016-17,poisoning_total,PerHead,27.77646
Hywel Dda University,2016-17,healthy_individuals_includes_screening_total,PerHead,37.29053
Hywel Dda University,2016-17,social_care_needs_total,PerHead,17.244603
Hywel Dda University,2016-17,other_total,PerHead,305.815735
Hywel Dda University,2016-17,general_medical_services,PerHead,128.498834
Hywel Dda University,2016-17,open_access,PerHead,34.002495
Hywel Dda University,2016-17,continuing_care,PerHead,49.752173
Hywel Dda University,2016-17,other_phw_functions,PerHead,19.584404
Hywel Dda University,2016-17,other_expenditure,PerHead,73.977829
Hywel Dda University,2017-18,total,PerHead,2204.336252
Hywel Dda University,2017-18,infectious_diseases_total,PerHead,51.402731
Hywel Dda University,2017-18,cancers_tumours_total,PerHead,159.541916
Hywel Dda University,2017-18,blood_disorders_total,PerHead,19.041849
Hywel Dda University,2017-18,endocrine_nutritional_metabolic_problems_total,PerHead,80.72083
Hywel Dda University,2017-18,diabetes,PerHead,41.38256
Hywel Dda University,2017-18,other_endocrine_nutritional_and_metabolic_problems,PerHead,39.33827
Hywel Dda University,2017-18,mental_health_problems_total,PerHead,217.974135
Hywel Dda University,2017-18,general_mental_illness,PerHead,104.03477
Hywel Dda University,2017-18,elderly_mental_illness,PerHead,62.91275
Hywel Dda University,2017-18,child_adolescent_mental_health_services,PerHead,17.108485
Hywel Dda University,2017-18,other_mental_health_problems,PerHead,33.91813
Hywel Dda University,2017-18,learning_disability_problems_total,PerHead,61.445662
Hywel Dda University,2017-18,neurological_system_problems_total,PerHead,99.653296
Hywel Dda University,2017-18,eyevision_problems_total,PerHead,62.177417
Hywel Dda University,2017-18,hearing_problems_total,PerHead,9.962001
Hywel Dda University,2017-18,circulation_problems_total,PerHead,174.777949
Hywel Dda University,2017-18,coronary_heart_disease_total,PerHead,36.93932
Hywel Dda University,2017-18,cerebrovascular_disease,PerHead,27.806738
Hywel Dda University,2017-18,other_problems_of_circulation,PerHead,110.031892
Hywel Dda University,2017-18,respiratory_problems_total,PerHead,124.352848
Hywel Dda University,2017-18,dental_problems_total,PerHead,50.11174
Hywel Dda University,2017-18,gastro_intestinal_problems_total,PerHead,125.802366
Hywel Dda University,2017-18,skin_problems_total,PerHead,53.730193
Hywel Dda University,2017-18,musculo_skeletal_system_problems_exc_trauma_total,PerHead,131.760501
Hywel Dda University,2017-18,trauma_injuries_inc_burns_total,PerHead,170.715194
Hywel Dda University,2017-18,genito_urinary_system_disorders_exc_infertility_total,PerHead,96.547659
Hywel Dda University,2017-18,genital_tract_problems_total,PerHead,25.009253
Hywel Dda University,2017-18,renal_problems,PerHead,32.846173
Hywel Dda University,2017-18,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2017-18,sexually_transmitted_infections,PerHead,0.097166
Hywel Dda University,2017-18,other_problems_of_the_genito_urinary_system,PerHead,38.595067
Hywel Dda University,2017-18,maternity_reproductive_health_total,PerHead,67.973119
Hywel Dda University,2017-18,neonates_total,PerHead,14.743425
Hywel Dda University,2017-18,poisoning_total,PerHead,22.578667
Hywel Dda University,2017-18,healthy_individuals_includes_screening_total,PerHead,37.096233
Hywel Dda University,2017-18,social_care_needs_total,PerHead,17.008903
Hywel Dda University,2017-18,other_total,PerHead,355.217618
Hywel Dda University,2017-18,general_medical_services,PerHead,153.804762
Hywel Dda University,2017-18,open_access,PerHead,40.681491
Hywel Dda University,2017-18,continuing_care,PerHead,46.658546
Hywel Dda University,2017-18,other_phw_functions,PerHead,22.040292
Hywel Dda University,2017-18,other_expenditure,PerHead,92.032527
Hywel Dda University,2018-19,total,PerHead,2275.281611
Hywel Dda University,2018-19,infectious_diseases_total,PerHead,48.687783
Hywel Dda University,2018-19,cancers_tumours_total,PerHead,165.49722
Hywel Dda University,2018-19,blood_disorders_total,PerHead,20.862793
Hywel Dda University,2018-19,endocrine_nutritional_metabolic_problems_total,PerHead,91.526395
Hywel Dda University,2018-19,diabetes,PerHead,46.631575
Hywel Dda University,2018-19,other_endocrine_nutritional_and_metabolic_problems,PerHead,44.89482
Hywel Dda University,2018-19,mental_health_problems_total,PerHead,220.953096
Hywel Dda University,2018-19,general_mental_illness,PerHead,108.517927
Hywel Dda University,2018-19,elderly_mental_illness,PerHead,64.051207
Hywel Dda University,2018-19,child_adolescent_mental_health_services,PerHead,15.851988
Hywel Dda University,2018-19,other_mental_health_problems,PerHead,32.531974
Hywel Dda University,2018-19,learning_disability_problems_total,PerHead,61.956462
Hywel Dda University,2018-19,neurological_system_problems_total,PerHead,98.056269
Hywel Dda University,2018-19,eyevision_problems_total,PerHead,66.539726
Hywel Dda University,2018-19,hearing_problems_total,PerHead,10.272838
Hywel Dda University,2018-19,circulation_problems_total,PerHead,192.080151
Hywel Dda University,2018-19,coronary_heart_disease_total,PerHead,39.11558
Hywel Dda University,2018-19,cerebrovascular_disease,PerHead,33.055901
Hywel Dda University,2018-19,other_problems_of_circulation,PerHead,119.90867
Hywel Dda University,2018-19,respiratory_problems_total,PerHead,128.000065
Hywel Dda University,2018-19,dental_problems_total,PerHead,49.713246
Hywel Dda University,2018-19,gastro_intestinal_problems_total,PerHead,134.287411
Hywel Dda University,2018-19,skin_problems_total,PerHead,56.723279
Hywel Dda University,2018-19,musculo_skeletal_system_problems_exc_trauma_total,PerHead,143.427992
Hywel Dda University,2018-19,trauma_injuries_inc_burns_total,PerHead,176.716669
Hywel Dda University,2018-19,genito_urinary_system_disorders_exc_infertility_total,PerHead,101.335832
Hywel Dda University,2018-19,genital_tract_problems_total,PerHead,24.549787
Hywel Dda University,2018-19,renal_problems,PerHead,32.861093
Hywel Dda University,2018-19,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2018-19,sexually_transmitted_infections,PerHead,0.093429
Hywel Dda University,2018-19,other_problems_of_the_genito_urinary_system,PerHead,43.831523
Hywel Dda University,2018-19,maternity_reproductive_health_total,PerHead,70.135922
Hywel Dda University,2018-19,neonates_total,PerHead,15.997407
Hywel Dda University,2018-19,poisoning_total,PerHead,20.893085
Hywel Dda University,2018-19,healthy_individuals_includes_screening_total,PerHead,40.402007
Hywel Dda University,2018-19,social_care_needs_total,PerHead,21.826705
Hywel Dda University,2018-19,other_total,PerHead,339.389258
Hywel Dda University,2018-19,general_medical_services,PerHead,154.369798
Hywel Dda University,2018-19,open_access,PerHead,41.943872
Hywel Dda University,2018-19,continuing_care,PerHead,46.614284
Hywel Dda University,2018-19,other_phw_functions,PerHead,23.725007
Hywel Dda University,2018-19,other_expenditure,PerHead,72.736296
Hywel Dda University,2019-20,total,PerHead,2420.843751
Hywel Dda University,2019-20,infectious_diseases_total,PerHead,47.06053
Hywel Dda University,2019-20,cancers_tumours_total,PerHead,180.392829
Hywel Dda University,2019-20,blood_disorders_total,PerHead,26.642371
Hywel Dda University,2019-20,endocrine_nutritional_metabolic_problems_total,PerHead,96.617203
Hywel Dda University,2019-20,diabetes,PerHead,50.476866
Hywel Dda University,2019-20,other_endocrine_nutritional_and_metabolic_problems,PerHead,46.140337
Hywel Dda University,2019-20,mental_health_problems_total,PerHead,237.451565
Hywel Dda University,2019-20,general_mental_illness,PerHead,128.641534
Hywel Dda University,2019-20,elderly_mental_illness,PerHead,58.562153
Hywel Dda University,2019-20,child_adolescent_mental_health_services,PerHead,20.574117
Hywel Dda University,2019-20,other_mental_health_problems,PerHead,29.673762
Hywel Dda University,2019-20,learning_disability_problems_total,PerHead,74.251141
Hywel Dda University,2019-20,neurological_system_problems_total,PerHead,98.931982
Hywel Dda University,2019-20,eyevision_problems_total,PerHead,62.408378
Hywel Dda University,2019-20,hearing_problems_total,PerHead,10.512803
Hywel Dda University,2019-20,circulation_problems_total,PerHead,200.815382
Hywel Dda University,2019-20,coronary_heart_disease_total,PerHead,38.9252
Hywel Dda University,2019-20,cerebrovascular_disease,PerHead,33.002188
Hywel Dda University,2019-20,other_problems_of_circulation,PerHead,128.887995
Hywel Dda University,2019-20,respiratory_problems_total,PerHead,134.263991
Hywel Dda University,2019-20,dental_problems_total,PerHead,52.840601
Hywel Dda University,2019-20,gastro_intestinal_problems_total,PerHead,144.685613
Hywel Dda University,2019-20,skin_problems_total,PerHead,56.053016
Hywel Dda University,2019-20,musculo_skeletal_system_problems_exc_trauma_total,PerHead,140.836712
Hywel Dda University,2019-20,trauma_injuries_inc_burns_total,PerHead,198.57666
Hywel Dda University,2019-20,genito_urinary_system_disorders_exc_infertility_total,PerHead,100.603106
Hywel Dda University,2019-20,genital_tract_problems_total,PerHead,23.118796
Hywel Dda University,2019-20,renal_problems,PerHead,36.756911
Hywel Dda University,2019-20,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2019-20,sexually_transmitted_infections,PerHead,0.118167
Hywel Dda University,2019-20,other_problems_of_the_genito_urinary_system,PerHead,40.609232
Hywel Dda University,2019-20,maternity_reproductive_health_total,PerHead,69.039832
Hywel Dda University,2019-20,neonates_total,PerHead,11.421012
Hywel Dda University,2019-20,poisoning_total,PerHead,21.532926
Hywel Dda University,2019-20,healthy_individuals_includes_screening_total,PerHead,44.631335
Hywel Dda University,2019-20,social_care_needs_total,PerHead,22.765756
Hywel Dda University,2019-20,other_total,PerHead,388.509005
Hywel Dda University,2019-20,general_medical_services,PerHead,154.77538
Hywel Dda University,2019-20,open_access,PerHead,35.936499
Hywel Dda University,2019-20,continuing_care,PerHead,45.123278
Hywel Dda University,2019-20,other_phw_functions,PerHead,26.559051
Hywel Dda University,2019-20,other_expenditure,PerHead,126.114796
Hywel Dda University,2020-21,total,PerHead,2767.072904
Hywel Dda University,2020-21,infectious_diseases_total,PerHead,152.605736
Hywel Dda University,2020-21,cancers_tumours_total,PerHead,230.187621
Hywel Dda University,2020-21,blood_disorders_total,PerHead,33.155242
Hywel Dda University,2020-21,endocrine_nutritional_metabolic_problems_total,PerHead,111.487431
Hywel Dda University,2020-21,diabetes,PerHead,53.829486
Hywel Dda University,2020-21,other_endocrine_nutritional_and_metabolic_problems,PerHead,57.657946
Hywel Dda University,2020-21,mental_health_problems_total,PerHead,266.293852
Hywel Dda University,2020-21,general_mental_illness,PerHead,129.490345
Hywel Dda University,2020-21,elderly_mental_illness,PerHead,81.595757
Hywel Dda University,2020-21,child_adolescent_mental_health_services,PerHead,22.043942
Hywel Dda University,2020-21,other_mental_health_problems,PerHead,33.163807
Hywel Dda University,2020-21,learning_disability_problems_total,PerHead,76.643819
Hywel Dda University,2020-21,neurological_system_problems_total,PerHead,109.978708
Hywel Dda University,2020-21,eyevision_problems_total,PerHead,67.036448
Hywel Dda University,2020-21,hearing_problems_total,PerHead,8.569436
Hywel Dda University,2020-21,circulation_problems_total,PerHead,213.55386
Hywel Dda University,2020-21,coronary_heart_disease_total,PerHead,42.620102
Hywel Dda University,2020-21,cerebrovascular_disease,PerHead,36.008911
Hywel Dda University,2020-21,other_problems_of_circulation,PerHead,134.924847
Hywel Dda University,2020-21,respiratory_problems_total,PerHead,114.187712
Hywel Dda University,2020-21,dental_problems_total,PerHead,54.718324
Hywel Dda University,2020-21,gastro_intestinal_problems_total,PerHead,178.899195
Hywel Dda University,2020-21,skin_problems_total,PerHead,53.151619
Hywel Dda University,2020-21,musculo_skeletal_system_problems_exc_trauma_total,PerHead,105.069451
Hywel Dda University,2020-21,trauma_injuries_inc_burns_total,PerHead,273.80449
Hywel Dda University,2020-21,genito_urinary_system_disorders_exc_infertility_total,PerHead,115.336957
Hywel Dda University,2020-21,genital_tract_problems_total,PerHead,24.246785
Hywel Dda University,2020-21,renal_problems,PerHead,36.512953
Hywel Dda University,2020-21,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2020-21,sexually_transmitted_infections,PerHead,0.085345
Hywel Dda University,2020-21,other_problems_of_the_genito_urinary_system,PerHead,54.491874
Hywel Dda University,2020-21,maternity_reproductive_health_total,PerHead,105.524924
Hywel Dda University,2020-21,neonates_total,PerHead,20.460326
Hywel Dda University,2020-21,poisoning_total,PerHead,26.133748
Hywel Dda University,2020-21,healthy_individuals_includes_screening_total,PerHead,48.83954
Hywel Dda University,2020-21,social_care_needs_total,PerHead,21.497366
Hywel Dda University,2020-21,other_total,PerHead,379.9371
Hywel Dda University,2020-21,general_medical_services,PerHead,159.47449
Hywel Dda University,2020-21,open_access,PerHead,29.61332
Hywel Dda University,2020-21,continuing_care,PerHead,47.066917
Hywel Dda University,2020-21,other_phw_functions,PerHead,23.418972
Hywel Dda University,2020-21,other_expenditure,PerHead,120.363401
Hywel Dda University,2021-22,total,PerHead,2936.393774
Hywel Dda University,2021-22,infectious_diseases_total,PerHead,150.243458
Hywel Dda University,2021-22,cancers_tumours_total,PerHead,227.958146
Hywel Dda University,2021-22,blood_disorders_total,PerHead,36.324113
Hywel Dda University,2021-22,endocrine_nutritional_metabolic_problems_total,PerHead,127.223958
Hywel Dda University,2021-22,diabetes,PerHead,59.632386
Hywel Dda University,2021-22,other_endocrine_nutritional_and_metabolic_problems,PerHead,67.591572
Hywel Dda University,2021-22,mental_health_problems_total,PerHead,278.039253
Hywel Dda University,2021-22,general_mental_illness,PerHead,136.575939
Hywel Dda University,2021-22,elderly_mental_illness,PerHead,84.055116
Hywel Dda University,2021-22,child_adolescent_mental_health_services,PerHead,25.714562
Hywel Dda University,2021-22,other_mental_health_problems,PerHead,31.693637
Hywel Dda University,2021-22,learning_disability_problems_total,PerHead,73.340435
Hywel Dda University,2021-22,neurological_system_problems_total,PerHead,124.424006
Hywel Dda University,2021-22,eyevision_problems_total,PerHead,81.767077
Hywel Dda University,2021-22,hearing_problems_total,PerHead,11.263643
Hywel Dda University,2021-22,circulation_problems_total,PerHead,240.145332
Hywel Dda University,2021-22,coronary_heart_disease_total,PerHead,45.104155
Hywel Dda University,2021-22,cerebrovascular_disease,PerHead,45.338189
Hywel Dda University,2021-22,other_problems_of_circulation,PerHead,149.702988
Hywel Dda University,2021-22,respiratory_problems_total,PerHead,142.453358
Hywel Dda University,2021-22,dental_problems_total,PerHead,60.272737
Hywel Dda University,2021-22,gastro_intestinal_problems_total,PerHead,188.541767
Hywel Dda University,2021-22,skin_problems_total,PerHead,63.673254
Hywel Dda University,2021-22,musculo_skeletal_system_problems_exc_trauma_total,PerHead,127.950644
Hywel Dda University,2021-22,trauma_injuries_inc_burns_total,PerHead,277.666427
Hywel Dda University,2021-22,genito_urinary_system_disorders_exc_infertility_total,PerHead,123.668536
Hywel Dda University,2021-22,genital_tract_problems_total,PerHead,27.343026
Hywel Dda University,2021-22,renal_problems,PerHead,47.854897
Hywel Dda University,2021-22,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2021-22,sexually_transmitted_infections,PerHead,0.135946
Hywel Dda University,2021-22,other_problems_of_the_genito_urinary_system,PerHead,48.334666
Hywel Dda University,2021-22,maternity_reproductive_health_total,PerHead,96.895478
Hywel Dda University,2021-22,neonates_total,PerHead,20.125352
Hywel Dda University,2021-22,poisoning_total,PerHead,29.809506
Hywel Dda University,2021-22,healthy_individuals_includes_screening_total,PerHead,69.866723
Hywel Dda University,2021-22,social_care_needs_total,PerHead,25.848054
Hywel Dda University,2021-22,other_total,PerHead,358.892517
Hywel Dda University,2021-22,general_medical_services,PerHead,178.021438
Hywel Dda University,2021-22,open_access,PerHead,35.366669
Hywel Dda University,2021-22,continuing_care,PerHead,38.404902
Hywel Dda University,2021-22,other_phw_functions,PerHead,34.70483
Hywel Dda University,2021-22,other_expenditure,PerHead,72.394679
Hywel Dda University,2022-23,total,PerHead,3048.887428
Hywel Dda University,2022-23,infectious_diseases_total,PerHead,102.424608
Hywel Dda University,2022-23,cancers_tumours_total,PerHead,239.77779
Hywel Dda University,2022-23,blood_disorders_total,PerHead,35.445225
Hywel Dda University,2022-23,endocrine_nutritional_metabolic_problems_total,PerHead,142.210457
Hywel Dda University,2022-23,diabetes,PerHead,68.88135
Hywel Dda University,2022-23,other_endocrine_nutritional_and_metabolic_problems,PerHead,73.329107
Hywel Dda University,2022-23,mental_health_problems_total,PerHead,300.68075
Hywel Dda University,2022-23,general_mental_illness,PerHead,145.336472
Hywel Dda University,2022-23,elderly_mental_illness,PerHead,87.76535
Hywel Dda University,2022-23,child_adolescent_mental_health_services,PerHead,32.276534
Hywel Dda University,2022-23,other_mental_health_problems,PerHead,35.302394
Hywel Dda University,2022-23,learning_disability_problems_total,PerHead,75.103418
Hywel Dda University,2022-23,neurological_system_problems_total,PerHead,123.571962
Hywel Dda University,2022-23,eyevision_problems_total,PerHead,70.097065
Hywel Dda University,2022-23,hearing_problems_total,PerHead,12.137415
Hywel Dda University,2022-23,circulation_problems_total,PerHead,252.934825
Hywel Dda University,2022-23,coronary_heart_disease_total,PerHead,43.372029
Hywel Dda University,2022-23,cerebrovascular_disease,PerHead,52.940286
Hywel Dda University,2022-23,other_problems_of_circulation,PerHead,156.62251
Hywel Dda University,2022-23,respiratory_problems_total,PerHead,162.449105
Hywel Dda University,2022-23,dental_problems_total,PerHead,62.950923
Hywel Dda University,2022-23,gastro_intestinal_problems_total,PerHead,201.187082
Hywel Dda University,2022-23,skin_problems_total,PerHead,72.019326
Hywel Dda University,2022-23,musculo_skeletal_system_problems_exc_trauma_total,PerHead,143.849462
Hywel Dda University,2022-23,trauma_injuries_inc_burns_total,PerHead,287.884374
Hywel Dda University,2022-23,genito_urinary_system_disorders_exc_infertility_total,PerHead,137.655253
Hywel Dda University,2022-23,genital_tract_problems_total,PerHead,32.183024
Hywel Dda University,2022-23,renal_problems,PerHead,51.382992
Hywel Dda University,2022-23,chronic_renal_failure,PerHead,0.0
Hywel Dda University,2022-23,sexually_transmitted_infections,PerHead,1.092313
Hywel Dda University,2022-23,other_problems_of_the_genito_urinary_system,PerHead,52.996924
Hywel Dda University,2022-23,maternity_reproductive_health_total,PerHead,91.623783
Hywel Dda University,2022-23,neonates_total,PerHead,25.027422
Hywel Dda University,2022-23,poisoning_total,PerHead,28.609694
Hywel Dda University,2022-23,healthy_individuals_includes_screening_total,PerHead,80.944849
Hywel Dda University,2022-23,social_care_needs_total,PerHead,24.985743
Hywel Dda University,2022-23,other_total,PerHead,375.316898
Hywel Dda University,2022-23,general_medical_services,PerHead,190.037558
Hywel Dda University,2022-23,open_access,PerHead,49.689691
Hywel Dda University,2022-23,continuing_care,PerHead,29.315686
Hywel Dda University,2022-23,other_phw_functions,PerHead,41.556172
Hywel Dda University,2022-23,other_expenditure,PerHead,64.717791
Powys Teaching,2009-10,total,PerHead,1804.046886
Powys Teaching,2009-10,infectious_diseases_total,PerHead,15.115043
Powys Teaching,2009-10,cancers_tumours_total,PerHead,127.784229
Powys Teaching,2009-10,blood_disorders_total,PerHead,12.855457
Powys Teaching,2009-10,endocrine_nutritional_metabolic_problems_total,PerHead,57.815093
Powys Teaching,2009-10,diabetes,PerHead,27.527027
Powys Teaching,2009-10,other_endocrine_nutritional_and_metabolic_problems,PerHead,30.288066
Powys Teaching,2009-10,mental_health_problems_total,PerHead,210.364768
Powys Teaching,2009-10,general_mental_illness,PerHead,98.873446
Powys Teaching,2009-10,elderly_mental_illness,PerHead,70.408814
Powys Teaching,2009-10,child_adolescent_mental_health_services,PerHead,18.227788
Powys Teaching,2009-10,other_mental_health_problems,PerHead,22.854721
Powys Teaching,2009-10,learning_disability_problems_total,PerHead,36.513681
Powys Teaching,2009-10,neurological_system_problems_total,PerHead,72.836729
Powys Teaching,2009-10,eyevision_problems_total,PerHead,32.87629
Powys Teaching,2009-10,hearing_problems_total,PerHead,10.335938
