Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
           3.7,3.69259157,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
           0.8,0.79731765,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
           1.0,0.967691319,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
           2.3,2.272489525,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
           0.8,0.787875149,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
          16.8,16.81310954,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
         100.0,100,Per cent of total,3,3,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
           2.0,2.049686405,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Infectious diseases,1,1,999,LHB and PHW total,Tot,5,,Total
           7.7,7.727109831,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Cancers & tumours,2,2,999,LHB and PHW total,Tot,5,,Total
           1.2,1.171894688,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
           4.5,4.532238666,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
          12.0,12.04072028,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
           3.3,3.3218255,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
           3.4,3.409182039,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
           2.2,2.240945571,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
           0.5,0.526881669,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
           6.0,6.019183231,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
           5.2,5.20461868,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
           3.3,3.272906211,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
           5.5,5.546556494,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
           1.8,1.754477355,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
           3.9,3.892908309,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
           6.3,6.33677374,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
           4.2,4.202453866,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
           3.2,3.216909769,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
           0.7,0.678551566,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
           0.7,0.728110344,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
           4.6,4.6167557,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
           0.8,0.750817017,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
          16.8,16.75849306,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
         100.0,100,Per cent of total,3,3,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
