Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
"       4,396",4396.332981,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,Sexually transmitted infections,43,30,26,LHB and PHW total,Tot,5,,Total
"      16,736",16735.71936,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,Other problems of the genito urinary system,30,31,26,LHB and PHW total,Tot,5,,Total
"      70,687",70686.71913,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,General medical services ,37,38,36,LHB and PHW total,Tot,5,,Total
"      15,756",15756.21597,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,Open access ,38,39,36,LHB and PHW total,Tot,5,,Total
"      34,921",34921.34268,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,Continuing care ,39,40,36,LHB and PHW total,Tot,5,,Total
"      16,895",16895.40144,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,Other PHW functions,42,42,36,LHB and PHW total,Tot,5,,Total
"      38,067",38066.5734,Expenditure (£000),1,1,,Swansea Bay University Health Board,7A3,5,W,2023-24,Other expenditure,44,43,36,LHB and PHW total,Tot,5,,Total
"      28,721",28721.291,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Diabetes,5,5,4,LHB and PHW total,Tot,5,,Total
"      40,844",40844.154,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,"Other endocrine, nutritional and metabolic problems",6,6,4,LHB and PHW total,Tot,5,,Total
"     101,608",101607.85,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,General mental illness,8,8,7,LHB and PHW total,Tot,5,,Total
"      40,853",40853.296,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Elderly mental illness,9,9,7,LHB and PHW total,Tot,5,,Total
"      13,580",13580.118,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Child & adolescent mental health services,10,10,7,LHB and PHW total,Tot,5,,Total
"      19,431",19430.752,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other mental health problems,11,11,7,LHB and PHW total,Tot,5,,Total
"      19,990",19990.021,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Coronary Heart Disease,17,17,16,LHB and PHW total,Tot,5,,Total
"      19,208",19208.104,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Cerebrovascular disease,18,18,16,LHB and PHW total,Tot,5,,Total
"      66,879",66878.57,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other problems of circulation,19,19,16,LHB and PHW total,Tot,5,,Total
"      15,318",15317.513,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Genital tract problems,27,27,26,LHB and PHW total,Tot,5,,Total
"      25,205",25205.346,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Renal problems,28,28,26,LHB and PHW total,Tot,5,,Total
           0,0,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Chronic renal failure,29,29,26,LHB and PHW total,Tot,5,,Total
