Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
"      41,211",41210.732,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
"     101,205",101205.386,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
"      38,734",38734.055,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
"      56,131",56130.989,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
"     120,305",120304.522,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
"      65,371",65370.933,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
"      46,991",46990.914,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
"      13,587",13587.221,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
"      13,120",13119.663,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
"      43,991",43990.6216,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
"      19,152",19151.664,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
"     164,371",164371.3243,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"   1,439,693",1439692.678,Expenditure (£000),1,1,,Cwm Taf Morgannwg University Health Board,7A5,7,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
"      40,010",40009.6016,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Infectious diseases,1,1,999,LHB and PHW total,Tot,5,,Total
"     137,833",137833.3406,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Cancers & tumours,2,2,999,LHB and PHW total,Tot,5,,Total
"      16,578",16577.7176,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
"      76,533",76532.92617,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
"     197,934",197934.4729,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
"      45,269",45269.04886,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
"      67,844",67844.3083,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
"      46,074",46073.54997,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
"       6,353",6352.888787,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
