Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Organisation,Organisation_reference,Organisation_sort,Organisation_hierarchy,Year,Programme category,Programme category_reference,Programme category_sort,Programme category_hierarchy,Commissioner,Commissioner_reference,Commissioner_sort,Commissioner_hierarchy,Notes
"     125,502",125501.8157,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
"     100,428",100428.4905,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
"      41,795",41795.45862,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
"     123,656",123655.9558,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
"      37,964",37964.12142,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
"      93,901",93900.66747,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
"     137,187",137187.4066,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
"      75,666",75666.08747,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
"      67,777",67776.51613,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
"      14,635",14634.54907,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
"      17,762",17761.71153,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
"      41,711",41710.92849,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
"      14,461",14461.23453,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
"     308,600",308600.0626,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"   1,835,473",1835472.861,Expenditure (£000),1,1,,Aneurin Bevan University Health Board,7A6,8,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
"      29,409",29409.29991,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Infectious diseases,1,1,999,LHB and PHW total,Tot,5,,Total
"     110,870",110870.0774,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Cancers & tumours,2,2,999,LHB and PHW total,Tot,5,,Total
"      16,815",16814.57332,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Blood disorders,3,3,999,LHB and PHW total,Tot,5,,Total
"      65,029",65029.44345,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,"Endocrine, nutritional & metabolic problems ",4,4,999,LHB and PHW total,Tot,5,,Total
"     172,763",172762.6006,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Mental health problems,7,7,999,LHB and PHW total,Tot,5,,Total
"      47,662",47662.19951,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Learning disability problems,12,12,999,LHB and PHW total,Tot,5,,Total
"      48,916",48915.60815,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Neurological system problems,13,13,999,LHB and PHW total,Tot,5,,Total
"      32,154",32153.52368,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Eye/vision problems,14,14,999,LHB and PHW total,Tot,5,,Total
"       7,560",7559.800841,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Hearing problems,15,15,999,LHB and PHW total,Tot,5,,Total
"      86,364",86364.41378,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Circulation problems,16,16,999,LHB and PHW total,Tot,5,,Total
"      74,677",74676.8829,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Respiratory problems,20,20,999,LHB and PHW total,Tot,5,,Total
"      46,960",46960.29601,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Dental problems,21,21,999,LHB and PHW total,Tot,5,,Total
"      79,583",79583.07328,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Gastro intestinal problems,22,22,999,LHB and PHW total,Tot,5,,Total
"      25,174",25173.58294,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Skin problems,23,23,999,LHB and PHW total,Tot,5,,Total
"      55,856",55856.20692,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Musculo skeletal system problems (exc Trauma),24,24,999,LHB and PHW total,Tot,5,,Total
"      90,921",90921.26429,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Trauma & injuries (inc burns),25,25,999,LHB and PHW total,Tot,5,,Total
"      60,298",60297.62688,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Genito Urinary system disorders (exc infertility),26,26,999,LHB and PHW total,Tot,5,,Total
"      46,157",46156.84815,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Maternity & reproductive health,31,32,999,LHB and PHW total,Tot,5,,Total
"       9,736",9735.990084,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Neonates,32,33,999,LHB and PHW total,Tot,5,,Total
"      10,447",10447.06909,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Poisoning,33,34,999,LHB and PHW total,Tot,5,,Total
"      66,242",66242.11032,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Healthy individuals (includes Screening),34,35,999,LHB and PHW total,Tot,5,,Total
"      10,773",10772.86885,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Social care needs,35,36,999,LHB and PHW total,Tot,5,,Total
"     240,454",240454.1237,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Other,36,37,999,LHB and PHW total,Tot,5,,Total
"   1,434,819",1434819.484,Expenditure (£000),1,1,,Cardiff and Vale University Health Board,7A4,9,W,2023-24,Total,999,44,,LHB and PHW total,Tot,5,,Total
